beat_id,section,start,end,narrative_job,production_route,template_id,frame_type,final_frame_content,exact_text,source_assets,subtitle_safe,short_ids,shorts_strategy,legal_guardrail
B076,S09,664.560,667.640,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC009_WYMER_REASONABLE_JUROR.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""NOT A FINAL FINDING"" in the same image. No later source insertion.",NOT A FINAL FINDING,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability.
B077,S09,669.000,674.260,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T02,dossier,"Final branded still built directly from authentic source material LIVE_DEVIN_WENIG_COMMONS.jpg + S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf + S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""NOT CRIMINALLY CHARGED"" in the same image. No later source insertion.",NOT CRIMINALLY CHARGED,LIVE_DEVIN_WENIG_COMMONS.jpg;S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
B078,S09,675.700,691.400,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T02,dossier,"Final branded still built directly from authentic source material S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""EBAY INTERNAL-INVESTIGATION POSITION"" in the same image. No later source insertion.",EBAY INTERNAL-INVESTIGATION POSITION,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
B079,S09,692.440,702.280,CIVIL_RESPONSIBILITY,HYBRID_SOURCE_EDITORIAL,T01,evidence,"Final branded source composite using LIVE_MOAKLEY_COURTHOUSE_CC0.jpg + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""RESPONSIBILITY ABOVE THE OPERATION"". Source and factual text must already be inside the delivered still.",RESPONSIBILITY ABOVE THE OPERATION,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability.
B080,S09,703.640,709.000,CIVIL_RESPONSIBILITY,HYBRID_SOURCE_EDITORIAL,T03,document,"Final branded source composite using LIVE_MOAKLEY_COURTHOUSE_CC0.jpg + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""A JURY WAS GETTING CLOSE"". Source and factual text must already be inside the delivered still.",A JURY WAS GETTING CLOSE,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability.
B081,S10,710.380,718.560,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE"" in the same image. No later source insertion.","FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE",LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,February 2026 settlement in principle failed; do not depict it as final settlement.
B082,S10,718.560,723.480,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""CONDITIONAL DISMISSAL"" in the same image. No later source insertion.",CONDITIONAL DISMISSAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,February 2026 settlement in principle failed; do not depict it as final settlement.
B083,S10,724.220,733.820,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T06,timeline,"Final branded still built directly from authentic source material LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""THE DEAL FAILED"" in the same image. No later source insertion.",THE DEAL FAILED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.
B084,S10,734.860,743.180,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T06,timeline,"Final branded still built directly from authentic source material LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""CASE REOPENED • JAN. 2027 TRIAL SET"" in the same image. No later source insertion.",CASE REOPENED • JAN. 2027 TRIAL SET,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,February 2026 settlement in principle failed; do not depict it as final settlement.
B085,S10,743.960,752.340,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""ANOTHER DEAL"" in the same image. No later source insertion.",ANOTHER DEAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,February 2026 settlement in principle failed; do not depict it as final settlement.
B086,S10,752.940,757.000,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T01,evidence,"Final branded still built directly from authentic source material S020_D986_STIPULATION_DISMISSAL.pdf + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""FINAL SETTLEMENT • NUMBERS PUBLIC"" in the same image. No later source insertion.",FINAL SETTLEMENT • NUMBERS PUBLIC,S020_D986_STIPULATION_DISMISSAL.pdf;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B087,S11,757.980,761.360,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,T06,timeline,"Final branded still built directly from authentic source material S020_D986_STIPULATION_DISMISSAL.pdf + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""LATE JULY 2026"" in the same image. No later source insertion.",LATE JULY 2026,S020_D986_STIPULATION_DISMISSAL.pdf;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B088,S11,762.080,766.940,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""$55.7 MILLION"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",$55.7 MILLION,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B089,S11,766.940,772.520,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""NOT A $55.7M JUDGMENT"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",NOT A $55.7M JUDGMENT,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B090,S11,773.220,777.680,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""NOT AN EBAY-ONLY PAYMENT"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",NOT AN EBAY-ONLY PAYMENT,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B091,S11,778.640,784.000,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""$48.7M COMPENSATION"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",$48.7M COMPENSATION,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B092,S11,784.680,787.640,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""$7M CHARITABLE COMMITMENTS"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",$7M CHARITABLE COMMITMENTS,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B093,S11,788.540,794.660,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""EBAY — $46.15M"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",EBAY — $46.15M,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B094,S11,794.660,796.180,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""DEVIN WENIG — $2M"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",DEVIN WENIG — $2M,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B095,S11,797.040,801.260,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""WENDY JONES — $500K • STEVE WYMER — $50K"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",WENDY JONES — $500K • STEVE WYMER — $50K,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B096,S11,801.740,812.020,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""EBAY — $6M • WENIG — $1M"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",EBAY — $6M • WENIG — $1M,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B097,S11,812.780,815.940,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""$48.7M + $7M = $55.7M"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",$48.7M + $7M = $55.7M,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B098,S11,816.540,825.700,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""$3M CRIMINAL PENALTY — SEPARATE"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",$3M CRIMINAL PENALTY — SEPARATE,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment. $3M criminal DPA penalty is separate from the $55.7M civil settlement package."
B099,S11,826.300,827.520,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""NO $58.7M AWARD"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",NO $58.7M AWARD,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B100,S11,828.320,838.040,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""TWO SEPARATE LEGAL TRACKS"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",TWO SEPARATE LEGAL TRACKS,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B101,S11,838.820,843.700,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,T04,money,"Final source-backed branded still: exact editor-native typography/GFX for ""COST ACCUMULATED OVER YEARS"" with S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg used as visible factual/context anchor; all numbers/legal qualifiers rendered deterministically, no AI-redrawn text.",COST ACCUMULATED OVER YEARS,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
B102,S12,844.600,854.500,SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,T06,timeline,"Final WHAT IT COST source-styled still using S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html + EBAY_HQ_2018_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""EBAY APOLOGIZED"". No empty placeholders and no separate later source layer.",EBAY APOLOGIZED,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B103,S12,855.180,861.280,SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,T02,dossier,"Final WHAT IT COST source-styled still using S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html + EBAY_HQ_2018_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""UNPROFESSIONAL COMMUNICATIONS"". No empty placeholders and no separate later source layer.",UNPROFESSIONAL COMMUNICATIONS,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B104,S12,862.240,869.060,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,T03,document,"Final branded source composite using DC010_SUMMARY_JUDGMENT_ORDER.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg as visible in-frame material plus deterministic labels/GFX for ""NO JURY VERDICT ON SURVIVING CLAIMS"". Source and factual text must already be inside the delivered still.",NO JURY VERDICT ON SURVIVING CLAIMS,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B105,S12,870.120,880.540,SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using NATICK_CENTER_2020_CC_BY_SA.jpg + EBAY_HQ_2018_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""PUBLIC RECORD ≠ EVERY QUESTION ANSWERED"". No empty placeholders and no separate later source layer.",PUBLIC RECORD ≠ EVERY QUESTION ANSWERED,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B106,S12,881.420,888.700,SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC001_CRUSH_THIS_LADY.png + DC003_TAKE_HER_DOWN.png + EBAY_HQ_2018_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""CRITICISM → CORPORATE SECURITY"". No empty placeholders and no separate later source layer.",CRITICISM → CORPORATE SECURITY,DC001_CRUSH_THIS_LADY.png;DC003_TAKE_HER_DOWN.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B107,S12,889.200,897.020,SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,T06,timeline,"Final WHAT IT COST source-styled still using DOJ_FBI_PIG_MASK_AND_BOOK.jpg + GENERIC_GPS_TRACKER_CC0.jpg + DC023_OBSTRUCTION_DELETION.png visibly in the image, composed in the locked premium documentary style with exact headline ""HARASSMENT • SURVEILLANCE • OBSTRUCTION"". No empty placeholders and no separate later source layer.",HARASSMENT • SURVEILLANCE • OBSTRUCTION,DOJ_FBI_PIG_MASK_AND_BOOK.jpg;GENERIC_GPS_TRACKER_CC0.jpg;DC023_OBSTRUCTION_DELETION.png,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B108,S12,897.900,900.400,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,T07,accountability,"Final branded source composite using DC011_SEVEN_GUILTY_DOJ.png as visible in-frame material plus deterministic labels/GFX for ""SEVEN GUILTY PLEAS"". Source and factual text must already be inside the delivered still.",SEVEN GUILTY PLEAS,DC011_SEVEN_GUILTY_DOJ.png,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B109,S12,901.260,911.140,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,T04,money,"Final branded source composite using DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""$3M PENALTY • INDEPENDENT MONITOR"". Source and factual text must already be inside the delivered still.",$3M PENALTY • INDEPENDENT MONITOR,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.
B110,S12,911.840,921.080,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,T06,timeline,"Final branded source composite using LIVE_MOAKLEY_COURTHOUSE_CC0.jpg + S020_D986_STIPULATION_DISMISSAL.pdf as visible in-frame material plus deterministic labels/GFX for ""FIRST SETTLEMENT FAILED"". Source and factual text must already be inside the delivered still.",FIRST SETTLEMENT FAILED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;S020_D986_STIPULATION_DISMISSAL.pdf,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B111,S12,921.900,926.520,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,T04,money,"Final branded source composite using S020_D986_STIPULATION_DISMISSAL.pdf + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""$55.7M SETTLEMENT PACKAGE"". Source and factual text must already be inside the delivered still.",$55.7M SETTLEMENT PACKAGE,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment."
