beat_id,spoken_text,narrative_job,production_route,current_or_corrected_sources,semantic_status,issue,corrected_source_plan,model_input_policy,style_policy,subtitle_lock
B106,"Inside eBay, that criticism generated escalating internal hostility. The issue moved into corporate security.",SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,DC001_CRUSH_THIS_LADY.png;DC003_TAKE_HER_DOWN.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B107,"Security personnel planned and carried out harassment and surveillance. When police began investigating, the problem expanded into obstruction.",SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,DOJ_FBI_PIG_MASK_AND_BOOK.jpg;GENERIC_GPS_TRACKER_CC0.jpg;DC023_OBSTRUCTION_DELETION.png,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B108,Seven prosecuted participants pleaded guilty.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,DC011_SEVEN_GUILTY_DOJ.png,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B109,"eBay itself later entered a federal deferred prosecution agreement, admitted detailed facts, paid a three-million-dollar criminal penalty, and accepted an independent monitor.",SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B110,Years of civil litigation then pushed unresolved questions about responsibility higher into the organization. The first twenty twenty-six settlement failed.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_SOURCE_TIMELINE,Courthouse photo is context only for the failed first 2026 settlement.,Use verified S015/S016 settlement-failed timeline in editor; no invented settlement document.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B111,The second ended the case with a fifty-five-point-seven-million-dollar settlement package.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_MONEY_REUSE,"Final $55.7M package should reuse verified deterministic money treatment, not generic HQ alone.",Reuse source-backed settlement GFX language from B088-B101.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B112,"There were personal costs: guilty pleas and prison sentences. There were corporate legal costs: federal charges, a D-P-A, a penalty, and monitoring.",SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;DC015_DPA_CRIMINAL_PENALTY.png,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B113,And there were civil financial costs measured i n tens of millions of dollars.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_MONEY_REUSE,"Civil costs statement should resolve through verified settlement GFX, not generic HQ alone.",Reuse verified settlement amount treatment; no new AI money poster.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B114,All of that grew out of a problem every major company eventually faces: criticism. The expensive decision was not that the criticism existed.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B115,It was what people inside the company decided to do about it. And that is what it cost.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
