beat_id,section,start,end,production_route,template_id,frame_type,exact_text,source_assets,legal_guardrail,generation_or_build_prompt,status
B044,S06,375.480,384.240,HYBRID_SOURCE_EDITORIAL,T01,evidence,FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B044, synchronized to narration: ""The record admitted by eBay and described by federal prosecutors includes false statements, deletion of digital evidence, and falsified records."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg. Exact on-image text: ""FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T01.",R4_READY
B045,S06,385.280,394.160,SOURCE_STYLED_GENERATION,T01,evidence,OPERATION + CONCEALMENT,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B045, synchronized to narration: ""A security organization that existed to reduce risk had now created two kinds of risk: the operation itself, and the effort to conceal it."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg. Exact on-image text: ""OPERATION + CONCEALMENT"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B046,S06,395.020,410.060,SOURCE_STYLED_GENERATION,T06,timeline,INTERNAL INVESTIGATION,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B046, synchronized to narration: ""eBay began its own internal investigation days later. By the end of August, several security employees had been placed on leave. Over time, key members of the operation were removed or terminated, and one contractor's relationship ended."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg. Exact on-image text: ""INTERNAL INVESTIGATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T06.",R4_READY
B047,S06,410.900,415.800,SOURCE_STYLED_GENERATION,T01,evidence,FEDERAL PROSECUTORS,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B047, synchronized to narration: ""But internal discipline was only the beginning. Federal prosecutors were coming next."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg. Exact on-image text: ""FEDERAL PROSECUTORS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B048,S07,416.540,422.360,SOURCE_STYLED_GENERATION,T01,evidence,FEDERAL CASES BEGIN — 2020,DC011_SEVEN_GUILTY_DOJ.png;S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,,"Create/deliver one finished 16:9 WHAT IT COST production still for B048, synchronized to narration: ""Beginning in twenty twenty, federal prosecutors brought criminal cases against people involved in the campaign."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC011_SEVEN_GUILTY_DOJ.png; S004_DOJ_FINAL_DEFENDANT_PAGE.pdf. Exact on-image text: ""FEDERAL CASES BEGIN — 2020"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B049,S07,423.480,429.180,HYBRID_SOURCE_EDITORIAL,T07,accountability,SEVEN GUILTY PLEAS,DC011_SEVEN_GUILTY_DOJ.png;S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,,"Create/deliver one finished 16:9 WHAT IT COST production still for B049, synchronized to narration: ""Eventually, all seven former eBay employees and contractors who were prosecuted pleaded guilty."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC011_SEVEN_GUILTY_DOJ.png; S004_DOJ_FINAL_DEFENDANT_PAGE.pdf. Exact on-image text: ""SEVEN GUILTY PLEAS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T07.",R4_READY
B050,S07,430.420,439.600,SOURCE_NATIVE_EDITORIAL,T07,accountability,JIM BAUGH — 57 MONTHS,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf,,"Create/deliver one finished 16:9 WHAT IT COST production still for B050, synchronized to narration: ""A guilty plea is not an allegation. It establishes criminal guilt without a trial. Jim Baugh received fifty-seven months in prison."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf. Exact on-image text: ""JIM BAUGH — 57 MONTHS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T07.",R4_READY
B051,S07,440.920,449.880,SOURCE_NATIVE_EDITORIAL,T07,accountability,DAVID HARVILLE — 24 MONTHS,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf,,"Create/deliver one finished 16:9 WHAT IT COST production still for B051, synchronized to narration: ""David Harville received twenty-four months. Other participants received combinations of prison, probation, home confinement, and financial penalties."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf. Exact on-image text: ""DAVID HARVILLE — 24 MONTHS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T07.",R4_READY
B052,S07,451.340,460.880,SOURCE_STYLED_GENERATION,T01,evidence,PERSONAL ACCOUNTABILITY,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B052, synchronized to narration: ""By twenty twenty-four, the individual criminal cases had produced a clear story of personal accountability. And from a distance, that can look like the ending."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC011_SEVEN_GUILTY_DOJ.png; DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""PERSONAL ACCOUNTABILITY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B053,S07,462.060,468.780,HYBRID_SOURCE_EDITORIAL,T07,accountability,ALL SEVEN PROSECUTED PLEADED GUILTY,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B053, synchronized to narration: ""eBay had removed key members of the security operation. The people who were federally prosecuted had pleaded guilty."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC011_SEVEN_GUILTY_DOJ.png; DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""ALL SEVEN PROSECUTED PLEADED GUILTY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T07.",R4_READY
B054,S07,469.980,476.000,SOURCE_STYLED_GENERATION,T01,evidence,FROM INDIVIDUALS TO THE COMPANY,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B054, synchronized to narration: ""But federal prosecutors eventually turned from the individuals inside the company to the company itself."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC011_SEVEN_GUILTY_DOJ.png; DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""FROM INDIVIDUALS TO THE COMPANY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B055,S08,477.340,483.160,SOURCE_NATIVE_EDITORIAL,T03,document,JANUARY 2024 — SIX-COUNT INFORMATION,S003_EBAY_CRIMINAL_INFORMATION.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B055, synchronized to narration: ""In January twenty twenty-four, prosecutors filed a six-count criminal Information against eBay."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: S003_EBAY_CRIMINAL_INFORMATION.pdf; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""JANUARY 2024 — SIX-COUNT INFORMATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B056,S08,484.200,495.500,SOURCE_NATIVE_EDITORIAL,T01,evidence,STALKING • WITNESS TAMPERING • RECORDS,S003_EBAY_CRIMINAL_INFORMATION.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B056, synchronized to narration: ""The counts included interstate stalking, stalking through electronic communications, witness tampering, and destruction or falsification of records connected to a federal investigation."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: S003_EBAY_CRIMINAL_INFORMATION.pdf; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""STALKING • WITNESS TAMPERING • RECORDS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T01.",R4_READY
B057,S08,496.900,499.300,SOURCE_NATIVE_EDITORIAL,T03,document,DPA ≠ CONVICTION,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B057, synchronized to narration: ""But eBay was not convicted on those charges."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""DPA ≠ CONVICTION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B058,S08,500.300,503.880,SOURCE_NATIVE_EDITORIAL,T01,evidence,DEFERRED PROSECUTION AGREEMENT,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B058, synchronized to narration: ""Instead, the company entered a deferred prosecution agreement."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""DEFERRED PROSECUTION AGREEMENT"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T01.",R4_READY
B059,S08,505.020,508.380,SOURCE_NATIVE_EDITORIAL,T03,document,DPA ≠ CONVICTION,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B059, synchronized to narration: ""A deferred prosecution agreement works differently from a conviction."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""DPA ≠ CONVICTION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B060,S08,509.420,524.080,SOURCE_NATIVE_EDITORIAL,T01,evidence,CHARGES FILED • PROSECUTION DEFERRED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B060, synchronized to narration: ""The government files charges, but prosecution is held back while the company complies with negotiated conditions. If the agreement is completed successfully, the criminal case is intended to end without a trial on those corporate charges."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""CHARGES FILED • PROSECUTION DEFERRED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T01.",R4_READY
B061,S08,525.140,528.120,HYBRID_SOURCE_EDITORIAL,T01,evidence,CORPORATE CONSEQUENCES,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B061, synchronized to narration: ""For eBay, the agreement came with real consequences."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""CORPORATE CONSEQUENCES"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T01.",R4_READY
B062,S08,529.300,536.780,SOURCE_NATIVE_EDITORIAL,T04,money,$3M CRIMINAL PENALTY,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.,"Create/deliver one finished 16:9 WHAT IT COST production still for B062, synchronized to narration: ""The company admitted a detailed factual account of the conduct. It agreed to pay a three-million-dollar criminal penalty."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""$3M CRIMINAL PENALTY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T04.",R4_READY
B063,S08,537.600,544.240,SOURCE_NATIVE_EDITORIAL,T01,evidence,3-YEAR INDEPENDENT MONITOR,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B063, synchronized to narration: ""And it accepted an independent compliance monitor for three years, along with cooperation and compliance obligations."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""3-YEAR INDEPENDENT MONITOR"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T01.",R4_READY
