beat_id,section,start,end,frame_family,route,exact_text,support_text,input_assets,legal_guardrail,final_instruction,status
B082,S10,718.560,723.480,T03,EDITOR_FINAL_BUILD,CONDITIONAL DISMISSAL,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,February 2026 settlement in principle failed; do not depict it as final settlement.,"FINAL EDITOR FRAME — B082 — 16:9 WHAT IT COST
SCENE PURPOSE: CONDITIONAL DISMISSAL
NARRATION MEANING: ""The case was conditionally dismissed while they worked to finalize the agreement.""
ON-SCREEN TEXT: ""CONDITIONAL DISMISSAL""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Quote/document layout: one large headline or exact quote is the hero; attached authentic excerpt appears as a tight photographic crop, not a recreated document; surrounding papers stay blank/redacted.
SOURCE INPUTS: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: February 2026 settlement in principle failed; do not depict it as final settlement.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B083,S10,724.220,733.820,T06,EDITOR_FINAL_BUILD,THE DEAL FAILED,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.,"FINAL EDITOR FRAME — B083 — 16:9 WHAT IT COST
SCENE PURPOSE: THE DEAL FAILED
NARRATION MEANING: ""After years of criminal cases, a corporate D-P-A, civil discovery and pretrial rulings, it looked like the final chapter. Then the deal failed.""
ON-SCREEN TEXT: ""THE DEAL FAILED""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Chronology/location layout: one date/location headline plus a simple horizontal or vertical timeline with 2–4 nodes maximum; authentic location/source photo as the visual anchor; no decorative map clutter.
SOURCE INPUTS: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B084,S10,734.860,743.180,T06,EDITOR_FINAL_BUILD,CASE REOPENED • JAN. 2027 TRIAL SET,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,February 2026 settlement in principle failed; do not depict it as final settlement.,"FINAL EDITOR FRAME — B084 — 16:9 WHAT IT COST
SCENE PURPOSE: CASE REOPENED • JAN. 2027 TRIAL SET
NARRATION MEANING: ""By June, the settlement had not been finalized. The civil case was reopened. A new trial date was set for January twenty twenty-seven.""
ON-SCREEN TEXT: ""CASE REOPENED • JAN. 2027 TRIAL SET""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Chronology/location layout: one date/location headline plus a simple horizontal or vertical timeline with 2–4 nodes maximum; authentic location/source photo as the visual anchor; no decorative map clutter.
SOURCE INPUTS: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: February 2026 settlement in principle failed; do not depict it as final settlement.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B085,S10,743.960,752.340,T03,EDITOR_FINAL_BUILD,ANOTHER DEAL,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,February 2026 settlement in principle failed; do not depict it as final settlement.,"FINAL EDITOR FRAME — B085 — 16:9 WHAT IT COST
SCENE PURPOSE: ANOTHER DEAL
NARRATION MEANING: ""That put the unresolved civil-responsibility question back on the table. But before a jury could hear the case, the parties reached another deal.""
ON-SCREEN TEXT: ""ANOTHER DEAL""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Quote/document layout: one large headline or exact quote is the hero; attached authentic excerpt appears as a tight photographic crop, not a recreated document; surrounding papers stay blank/redacted.
SOURCE INPUTS: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: February 2026 settlement in principle failed; do not depict it as final settlement.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B086,S10,752.940,757.000,T01,EDITOR_FINAL_BUILD,FINAL SETTLEMENT • NUMBERS PUBLIC,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","FINAL EDITOR FRAME — B086 — 16:9 WHAT IT COST
SCENE PURPOSE: FINAL SETTLEMENT • NUMBERS PUBLIC
NARRATION MEANING: ""This one became the final settlement. And this time, the numbers were public.""
ON-SCREEN TEXT: ""FINAL SETTLEMENT • NUMBERS PUBLIC""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Asymmetrical evidence layout: one dominant authentic source/photo panel on the right or upper-right; headline block on the left; at most one secondary paper layer; restrained red rule; large clean negative space.
SOURCE INPUTS: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B087,S11,757.980,761.360,T06,EDITOR_FINAL_BUILD,LATE JULY 2026,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","FINAL EDITOR FRAME — B087 — 16:9 WHAT IT COST
SCENE PURPOSE: LATE JULY 2026
NARRATION MEANING: ""The final agreement was announced in late July twenty twenty-six.""
ON-SCREEN TEXT: ""LATE JULY 2026""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Chronology/location layout: one date/location headline plus a simple horizontal or vertical timeline with 2–4 nodes maximum; authentic location/source photo as the visual anchor; no decorative map clutter.
SOURCE INPUTS: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B088,S11,762.080,766.940,T04,EDITOR_FINAL_BUILD,$55.7 MILLION,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B088 — 16:9 WHAT IT COST
SCENE PURPOSE: $55.7 MILLION
NARRATION MEANING: ""The total announced settlement package was fifty-five-point-seven million dollars.""
ON-SCREEN TEXT: ""$55.7 MILLION""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B089,S11,766.940,772.520,T04,EDITOR_FINAL_BUILD,NOT A $55.7M JUDGMENT,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B089 — 16:9 WHAT IT COST
SCENE PURPOSE: NOT A $55.7M JUDGMENT
NARRATION MEANING: ""But that number has to be broken apart. It was not a fifty-five-point-seven-million-dollar judgment.""
ON-SCREEN TEXT: ""NOT A $55.7M JUDGMENT""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B090,S11,773.220,777.680,T04,EDITOR_FINAL_BUILD,NOT AN EBAY-ONLY PAYMENT,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B090 — 16:9 WHAT IT COST
SCENE PURPOSE: NOT AN EBAY-ONLY PAYMENT
NARRATION MEANING: ""And it was not a fifty-five-point-seven-million-dollar payment made only by eBay.""
ON-SCREEN TEXT: ""NOT AN EBAY-ONLY PAYMENT""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B091,S11,778.640,784.000,T04,EDITOR_FINAL_BUILD,$48.7M COMPENSATION,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B091 — 16:9 WHAT IT COST
SCENE PURPOSE: $48.7M COMPENSATION
NARRATION MEANING: ""According to the announced terms, forty-eight-point-seven million dollars was compensation to the Steiners.""
ON-SCREEN TEXT: ""$48.7M COMPENSATION""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B092,S11,784.680,787.640,T04,EDITOR_FINAL_BUILD,$7M CHARITABLE COMMITMENTS,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B092 — 16:9 WHAT IT COST
SCENE PURPOSE: $7M CHARITABLE COMMITMENTS
NARRATION MEANING: ""Another seven million dollars consisted of charitable commitments.""
ON-SCREEN TEXT: ""$7M CHARITABLE COMMITMENTS""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B093,S11,788.540,794.660,T04,EDITOR_FINAL_BUILD,EBAY — $46.15M,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B093 — 16:9 WHAT IT COST
SCENE PURPOSE: EBAY — $46.15M
NARRATION MEANING: ""Of the direct compensation, eBay's announced share was forty-six-point-one-five million dollars.""
ON-SCREEN TEXT: ""EBAY — $46.15M""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B094,S11,794.660,796.180,T04,EDITOR_FINAL_BUILD,DEVIN WENIG — $2M,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B094 — 16:9 WHAT IT COST
SCENE PURPOSE: DEVIN WENIG — $2M
NARRATION MEANING: ""Devin Wenig's was two million.""
ON-SCREEN TEXT: ""DEVIN WENIG — $2M""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B095,S11,797.040,801.260,T04,EDITOR_FINAL_BUILD,WENDY JONES — $500K • STEVE WYMER — $50K,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B095 — 16:9 WHAT IT COST
SCENE PURPOSE: WENDY JONES — $500K • STEVE WYMER — $50K
NARRATION MEANING: ""Wendy Jones's was five hundred thousand. Steve Wymer's was fifty thousand.""
ON-SCREEN TEXT: ""WENDY JONES — $500K • STEVE WYMER — $50K""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B096,S11,801.740,812.020,T04,EDITOR_FINAL_BUILD,EBAY — $6M • WENIG — $1M,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B096 — 16:9 WHAT IT COST
SCENE PURPOSE: EBAY — $6M • WENIG — $1M
NARRATION MEANING: ""Separately, eBay committed six million dollars to nonprofit organizations, and Wenig committed one million dollars to a First Amendment-focused charity in Ina Steiner's name.""
ON-SCREEN TEXT: ""EBAY — $6M • WENIG — $1M""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B097,S11,812.780,815.940,T04,EDITOR_FINAL_BUILD,$48.7M + $7M = $55.7M,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","FINAL EDITOR FRAME — B097 — 16:9 WHAT IT COST
SCENE PURPOSE: $48.7M + $7M = $55.7M
NARRATION MEANING: ""That is how the total reached fifty-five-point-seven million.""
ON-SCREEN TEXT: ""$48.7M + $7M = $55.7M""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
B098,S11,816.540,825.700,T04,EDITOR_FINAL_BUILD,$3M CRIMINAL PENALTY — SEPARATE,,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.","FINAL EDITOR FRAME — B098 — 16:9 WHAT IT COST
SCENE PURPOSE: $3M CRIMINAL PENALTY — SEPARATE
NARRATION MEANING: ""And that number should not be combined with eBay's separate three-million-dollar criminal penalty and presented as a fifty-eight-point-seven-million-dollar award.""
ON-SCREEN TEXT: ""$3M CRIMINAL PENALTY — SEPARATE""
STYLE: WHAT IT COST canonical final-frame style: premium investigative business documentary; charcoal/black textured background; warm aged-paper evidence layers; off-white distressed condensed headline; restrained deep-red underline/tab accents; tiny brass/black office hardware only when useful; realistic paper depth and film-grain; strong cinematic negative space; serious corporate/legal tone; no horror, no sensational crime-poster language, no neon, no dashboard/card-grid, no decorative clutter.
BUILD: Money/legal-number layout: one large exact amount/status is the hero on the left; one supporting factual photo or authentic source crop on the right; one secondary line only; never imply a judgment, verdict, or combined total not stated.
SOURCE INPUTS: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
Use only authentic source imagery/crops plus deterministic typography, paper textures, rules and shapes. Do not use AI-generated legal text, amounts, signatures, seals, portraits, court filings or settlement wording. Preserve exact amounts/status/chronology.
LEGAL/FACT LOCK: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.
SUBTITLE SAFE: bottom 22% completely clear of important content.
FINALITY: this is a deterministic final build, not a Higgsfield generation job and not a placeholder for later semantic correction.",EDITOR_FINAL_READY
