beat_id,section,start,end,frame_type,template_id,template_variant,secondary_template_id,primary_live_asset,secondary_live_assets,factual_source_ids,claim_ids,needs_gfx,gfx_ids,subtitle_safe_zone,caption_collision_rule,short_ids,shorts_9x16_strategy,production_note
B082,S10,718.560,723.480,timeline,T06,SETTLEMENT_TIMELINE,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S015;S019,C026,YES,GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B083,S10,724.220,733.820,timeline,T06,SETTLEMENT_TIMELINE,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S015;S016,C026;C027,YES,GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B084,S10,734.860,743.180,timeline,T06,SETTLEMENT_TIMELINE,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S016,C027,YES,GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B085,S10,743.960,752.340,timeline,T06,SETTLEMENT_TIMELINE,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S016;S014;S017,C027;C028,YES,GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B086,S10,752.940,757.000,timeline,T06,SETTLEMENT_TIMELINE,T04,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S014;S017;S018,C028,YES,GFX-008;GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B087,S11,757.980,761.360,timeline,T06,SETTLEMENT_TIMELINE,T04,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B088,S11,762.080,766.940,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B089,S11,766.940,772.520,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B090,S11,773.220,777.680,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B091,S11,778.640,784.000,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B092,S11,784.680,787.640,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B093,S11,788.540,794.660,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C029,YES,GFX-009,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B094,S11,794.660,796.180,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C029,YES,GFX-009,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B095,S11,797.040,801.260,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C029,YES,GFX-009,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B096,S11,801.740,812.020,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C029,YES,GFX-010,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B097,S11,812.780,815.940,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S014;S017;S018,C028;C029,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH08,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B098,S11,816.540,825.700,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S001;S002;S014;S017,C019;C028,YES,GFX-011,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B099,S11,826.300,827.520,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S001;S002;S014;S017,C019;C028,YES,GFX-011,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B100,S11,828.320,838.040,money,T04,SETTLEMENT_BREAKDOWN,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S001;S002;S014;S017,C019;C028,YES,GFX-011,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B101,S11,838.820,843.700,timeline,T06,OPERATION_OR_CASE_TIMELINE,T04,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S001;S014;S017,C019;C028,YES,GFX-015,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH09,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B102,S12,844.600,854.500,dossier,T02,COMPANY_STATEMENT_STATUS,,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,EBAY_HQ_2018_CC_BY_SA.jpg,S013,C030,YES,GFX-003,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B103,S12,855.180,861.280,dossier,T02,COMPANY_STATEMENT_STATUS,,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,EBAY_HQ_2018_CC_BY_SA.jpg,S013,C030,YES,GFX-003,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B104,S12,862.240,869.060,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S009;S014,C021;C028,YES,GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B105,S12,870.120,880.540,timeline,T06,FINAL_SYNTHESIS_TIMELINE,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S009;S014,C021;C028,YES,GFX-012;GFX-015,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B106,S12,881.420,888.700,corporate/location,T05,CORPORATE_OR_LOCATION_ESTABLISHING,,EBAY_HQ_2018_CC_BY_SA.jpg,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;NATICK_CENTER_2020_CC_BY_SA.jpg,S009;S013,C003;C030,NO,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use real geography/location source. No victim address. Any GPS route is contextual only; attempted tracker must never appear successfully installed.
B107,S12,889.200,897.020,timeline,T06,FINAL_SYNTHESIS_TIMELINE,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S001;S002;S009,C010;C012;C014,YES,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B108,S12,897.900,900.400,dossier,T07,PARTICIPANTS_ACCOUNTABILITY_BOARD,T03,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S004,C016,YES,GFX-005,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B109,S12,901.260,911.140,court-doc,T03,DPA_LEGAL_DOCUMENT,T04,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S001;S002;S012,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B110,S12,911.840,921.080,timeline,T06,SETTLEMENT_TIMELINE,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S015;S016;S014,C026;C027;C028,YES,GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B111,S12,921.900,926.520,money,T04,SETTLEMENT_BREAKDOWN,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S014;S017;S018,C028,YES,GFX-008,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B112,S12,927.320,937.400,timeline,T06,FINAL_SYNTHESIS_TIMELINE,T04,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S004;S005;S001;S002,C016;C017;C019,YES,GFX-005;GFX-015,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH10,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B113,S12,938.280,942.180,money,T04,SETTLEMENT_BREAKDOWN,T06,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S014;S017;S018,C028,YES,GFX-008;GFX-015,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH10,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B114,S12,942.720,951.340,timeline,T06,FINAL_SYNTHESIS_TIMELINE,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S009;S013,C003;C030,YES,GFX-015,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH10,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B115,S12,952.080,956.920,timeline,T06,FINAL_SYNTHESIS_TIMELINE,,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,S009;S013,C003;C030,YES,GFX-015,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH10,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
