beat_id,section,start,end,spoken_text,factual_source_ids,claim_ids,live_asset_files,visual_status,live_visual_strategy,rights_status,gfx_fallback,generation_required,notes
B106,S12,881.420,888.700,"Inside eBay, that criticism generated escalating internal hostility. The issue moved into corporate security.",S009;S013,C003;C030,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B107,S12,889.200,897.020,"Security personnel planned and carried out harassment and surveillance. When police began investigating, the problem expanded into obstruction.",S001;S002;S009,C010;C012;C014,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,Previous reconstruction flag superseded as mandatory path by live document/context source; reconstruction remains optional only after visual proof.
B108,S12,897.900,900.400,Seven prosecuted participants pleaded guilty.,S004,C016,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B109,S12,901.260,911.140,"eBay itself later entered a federal deferred prosecution agreement, admitted detailed facts, paid a three-million-dollar criminal penalty, and accepted an independent monitor.",S001;S002;S012,C019,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B110,S12,911.840,921.080,Years of civil litigation then pushed unresolved questions about responsibility higher into the organization. The first twenty twenty-six settlement failed.,S015;S016;S014,C026;C027;C028,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B111,S12,921.900,926.520,The second ended the case with a fifty-five-point-seven-million-dollar settlement package.,S014;S017;S018,C028,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B112,S12,927.320,937.400,"There were personal costs: guilty pleas and prison sentences. There were corporate legal costs: federal charges, a D-P-A, a penalty, and monitoring.",S004;S005;S001;S002,C016;C017;C019,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B113,S12,938.280,942.180,And there were civil financial costs measured i n tens of millions of dollars.,S014;S017;S018,C028,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B114,S12,942.720,951.340,All of that grew out of a problem every major company eventually faces: criticism. The expensive decision was not that the criticism existed.,S009;S013,C003;C030,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B115,S12,952.080,956.920,It was what people inside the company decided to do about it. And that is what it cost.,S009;S013,C003;C030,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
