beat_id,section,start,end,production_route,execution_mode,frame_family,style_reference_name,style_reference_media_id,factual_source_origin,job_input_after_preprocessing,prepared_input_required,raw_docs_do_not_attach,exact_text,support_text,composition,legal_guardrail,production_prompt,status
B082,S10,718.560,723.480,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T03,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,CONDITIONAL DISMISSAL,,wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions,February 2026 settlement in principle failed; do not depict it as final settlement.,"BEAT B082 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: CONDITIONAL DISMISSAL
NARRATION: ""The case was conditionally dismissed while they worked to finalize the agreement.""
TEXT: ""CONDITIONAL DISMISSAL""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: February 2026 settlement in principle failed; do not depict it as final settlement.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B083,S10,724.220,733.820,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T06,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,THE DEAL FAILED,,horizontal date spine across upper third with 2–3 verified event markers; one real source/photo anchor right; headline left; folder tab and restrained red progress line,DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.,"BEAT B083 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: THE DEAL FAILED
NARRATION: ""After years of criminal cases, a corporate D-P-A, civil discovery and pretrial rulings, it looked like the final chapter. Then the deal failed.""
TEXT: ""THE DEAL FAILED""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: horizontal date spine across upper third with 2–3 verified event markers; one real source/photo anchor right; headline left; folder tab and restrained red progress line
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B084,S10,734.860,743.180,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T06,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,CASE REOPENED • JAN. 2027 TRIAL SET,,vertical chronology on left with one large date; authentic source/photo panel right; clipped note at upper-right; one red timeline marker; no crowded event list,February 2026 settlement in principle failed; do not depict it as final settlement.,"BEAT B084 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: CASE REOPENED • JAN. 2027 TRIAL SET
NARRATION: ""By June, the settlement had not been finalized. The civil case was reopened. A new trial date was set for January twenty twenty-seven.""
TEXT: ""CASE REOPENED • JAN. 2027 TRIAL SET""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: vertical chronology on left with one large date; authentic source/photo panel right; clipped note at upper-right; one red timeline marker; no crowded event list
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: February 2026 settlement in principle failed; do not depict it as final settlement.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B085,S10,743.960,752.340,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T03,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,ANOTHER DEAL,,"source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text",February 2026 settlement in principle failed; do not depict it as final settlement.,"BEAT B085 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: ANOTHER DEAL
NARRATION: ""That put the unresolved civil-responsibility question back on the table. But before a jury could hear the case, the parties reached another deal.""
TEXT: ""ANOTHER DEAL""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: February 2026 settlement in principle failed; do not depict it as final settlement.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B086,S10,752.940,757.000,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T01,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,FINAL SETTLEMENT • NUMBERS PUBLIC,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B086 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: FINAL SETTLEMENT • NUMBERS PUBLIC
NARRATION: ""This one became the final settlement. And this time, the numbers were public.""
TEXT: ""FINAL SETTLEMENT • NUMBERS PUBLIC""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg.
BUILD: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B087,S11,757.980,761.360,SOURCE_NATIVE_EDITORIAL,EDITOR_ONLY_NO_HIGGSFIELD,T06,,,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,LATE JULY 2026,,horizontal date spine across upper third with 2–3 verified event markers; one real source/photo anchor right; headline left; folder tab and restrained red progress line,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B087 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: LATE JULY 2026
NARRATION: ""The final agreement was announced in late July twenty twenty-six.""
TEXT: ""LATE JULY 2026""
SOURCES: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg.
BUILD: horizontal date spine across upper third with 2–3 verified event markers; one real source/photo anchor right; headline left; folder tab and restrained red progress line
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B088,S11,762.080,766.940,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,$55.7 MILLION,,large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B088 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: $55.7 MILLION
NARRATION: ""The total announced settlement package was fifty-five-point-seven million dollars.""
TEXT: ""$55.7 MILLION""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B089,S11,766.940,772.520,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,NOT A $55.7M JUDGMENT,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B089 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: NOT A $55.7M JUDGMENT
NARRATION: ""But that number has to be broken apart. It was not a fifty-five-point-seven-million-dollar judgment.""
TEXT: ""NOT A $55.7M JUDGMENT""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B090,S11,773.220,777.680,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,NOT AN EBAY-ONLY PAYMENT,,two-column money consequence frame with one large primary amount and one smaller exact component; authentic source strip across top; all typography oversized and deterministic,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B090 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: NOT AN EBAY-ONLY PAYMENT
NARRATION: ""And it was not a fifty-five-point-seven-million-dollar payment made only by eBay.""
TEXT: ""NOT AN EBAY-ONLY PAYMENT""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: two-column money consequence frame with one large primary amount and one smaller exact component; authentic source strip across top; all typography oversized and deterministic
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B091,S11,778.640,784.000,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,$48.7M COMPENSATION,,one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B091 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: $48.7M COMPENSATION
NARRATION: ""According to the announced terms, forty-eight-point-seven million dollars was compensation to the Steiners.""
TEXT: ""$48.7M COMPENSATION""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B092,S11,784.680,787.640,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,$7M CHARITABLE COMMITMENTS,,large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B092 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: $7M CHARITABLE COMMITMENTS
NARRATION: ""Another seven million dollars consisted of charitable commitments.""
TEXT: ""$7M CHARITABLE COMMITMENTS""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B093,S11,788.540,794.660,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,EBAY — $46.15M,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B093 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: EBAY — $46.15M
NARRATION: ""Of the direct compensation, eBay's announced share was forty-six-point-one-five million dollars.""
TEXT: ""EBAY — $46.15M""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B094,S11,794.660,796.180,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,DEVIN WENIG — $2M,,two-column money consequence frame with one large primary amount and one smaller exact component; authentic source strip across top; all typography oversized and deterministic,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B094 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: DEVIN WENIG — $2M
NARRATION: ""Devin Wenig's was two million.""
TEXT: ""DEVIN WENIG — $2M""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: two-column money consequence frame with one large primary amount and one smaller exact component; authentic source strip across top; all typography oversized and deterministic
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B095,S11,797.040,801.260,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,WENDY JONES — $500K • STEVE WYMER — $50K,,one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B095 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: WENDY JONES — $500K • STEVE WYMER — $50K
NARRATION: ""Wendy Jones's was five hundred thousand. Steve Wymer's was fifty thousand.""
TEXT: ""WENDY JONES — $500K • STEVE WYMER — $50K""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B096,S11,801.740,812.020,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,EBAY — $6M • WENIG — $1M,,large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B096 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: EBAY — $6M • WENIG — $1M
NARRATION: ""Separately, eBay committed six million dollars to nonprofit organizations, and Wenig committed one million dollars to a First Amendment-focused charity in Ina Steiner's name.""
TEXT: ""EBAY — $6M • WENIG — $1M""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B097,S11,812.780,815.940,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,$48.7M + $7M = $55.7M,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B097 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: $48.7M + $7M = $55.7M
NARRATION: ""That is how the total reached fifty-five-point-seven million.""
TEXT: ""$48.7M + $7M = $55.7M""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B098,S11,816.540,825.700,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,$3M CRIMINAL PENALTY — SEPARATE,,two-column money consequence frame with one large primary amount and one smaller exact component; authentic source strip across top; all typography oversized and deterministic,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.","BEAT B098 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: $3M CRIMINAL PENALTY — SEPARATE
NARRATION: ""And that number should not be combined with eBay's separate three-million-dollar criminal penalty and presented as a fifty-eight-point-seven-million-dollar award.""
TEXT: ""$3M CRIMINAL PENALTY — SEPARATE""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: two-column money consequence frame with one large primary amount and one smaller exact component; authentic source strip across top; all typography oversized and deterministic
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B099,S11,826.300,827.520,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,NO $58.7M AWARD,,one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B099 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: NO $58.7M AWARD
NARRATION: ""There was no such award.""
TEXT: ""NO $58.7M AWARD""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: one dominant exact amount on left or upper-left; authentic source/context crop on right; one narrow allocation/clarifier strip; paper ledger texture and a restrained red marker; no dashboard grid
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B100,S11,828.320,838.040,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,TWO SEPARATE LEGAL TRACKS,,large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B100 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: TWO SEPARATE LEGAL TRACKS
NARRATION: ""These were separate legal resolutions with different purposes. One was a federal criminal resolution involving the company. The other was the final civil settlement package.""
TEXT: ""TWO SEPARATE LEGAL TRACKS""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: large money figure centered high; supporting source image in a bordered panel behind/right; one clipped legal caveat card; thin red underline; generous black negative space
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B101,S11,838.820,843.700,EDITOR_GFX_SOURCE_BACKED,EDITOR_ONLY_NO_HIGGSFIELD,T04,,,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,S020_D986_STIPULATION_DISMISSAL.pdf,COST ACCUMULATED OVER YEARS,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.","BEAT B101 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: COST ACCUMULATED OVER YEARS
NARRATION: ""The cost did not arrive in one courtroom on one day. It accumulated over years.""
TEXT: ""COST ACCUMULATED OVER YEARS""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg.
BUILD: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: $55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
B102,S12,844.600,854.500,SOURCE_STYLED_GENERATION,EDITOR_ONLY_NO_HIGGSFIELD,T06,,,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,NONE,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,EBAY APOLOGIZED,,"single temporal pivot frame: date card left, authentic source image right, one small next-step cue; black paper texture and restrained red underline","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B102 — EDITOR BUILD / NO HIGGSFIELD JOB
PURPOSE: EBAY APOLOGIZED
NARRATION: ""In its July twenty twenty-six statement, eBay apologized to Ina and David Steiner. The company called the conduct of the former employees wrong and reprehensible.""
TEXT: ""EBAY APOLOGIZED""
SOURCES: EBAY_HQ_2018_CC_BY_SA.jpg.
BUILD: single temporal pivot frame: date card left, authentic source image right, one small next-step cue; black paper texture and restrained red underline
AUTHENTICITY: verified source facts/pixels only; no fake legal document, no AI-redrawn evidence.
SUBTITLES: bottom 22% completely quiet.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.",EDITOR_READY_OR_PREP_SPEC_ONLY__NO_PAID_JOB
